x,y,Country,Year,salinity_max,salinity_min,salinity_mean,salinity_range,temp_max,temp_min,temp_mean,temp_range
-55.4,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-34.77,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.4,-34.77,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-34.77,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-34.77,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-34.77,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-34.77,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-34.77,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-54.82,-34.85,Argentina,2004,-0.504066924,-0.942268397,-0.872732428,1.28171623,0.415035871,0.000920828,0.240104249,1.391139018
-55.07,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.15,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.23,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.32,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.4,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.07,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.15,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.23,-34.85,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.32,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.4,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.9,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.98,-34.85,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-54.9,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-54.98,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.07,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.15,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.23,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.32,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.4,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.07,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.15,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.23,-34.93,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.32,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.4,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.9,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.98,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.07,-34.93,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-54.98,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.07,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.15,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.23,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.32,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.4,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.07,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.15,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.23,-35.02,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.32,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.4,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.9,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.98,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.07,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.15,-35.02,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-54.98,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.07,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.15,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.23,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.32,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.4,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.07,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.15,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.23,-35.1,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.32,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.4,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.9,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.98,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.07,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.15,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.23,-35.1,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-55.07,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.15,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.23,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.32,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.4,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.07,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.15,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.23,-35.18,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.32,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.4,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.9,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.98,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.07,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.15,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.23,-35.18,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-55.15,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.23,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.32,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.4,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.48,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.57,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.65,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.73,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.82,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.9,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-55.98,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.07,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.15,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.23,-35.27,Argentina,2004,-2.324249623,-2.914453926,-3.010823899,2.739320283,0.499822316,-0.010077438,0.273099589,1.71209692
-56.32,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.4,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.48,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.57,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.65,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.73,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.82,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.9,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-56.98,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.07,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.15,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-57.23,-35.27,Argentina,2004,-8.575823328,-6.889861665,-8.041649877,1.54268028,0.63364555,-0.022146643,0.33695174,2.201296619
-55.23,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.32,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.4,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.48,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.57,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.65,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.73,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.82,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.9,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-55.98,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-56.07,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-56.15,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-56.23,-35.35,Argentina,2004,-1.298314613,-2.129018238,-1.66921524,2.640789411,0.456298265,-0.049504833,0.246334394,1.695479297
-56.32,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.4,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.48,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.57,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.65,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.73,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.82,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.9,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-56.98,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-57.07,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-57.15,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
-57.23,-35.35,Argentina,2004,-7.25816857,-5.815943505,-6.794628912,1.271719205,0.56167985,-0.051723077,0.29502632,2.056762284
