species,y,x
Rusa unicolor,14.498738,101.57117
Rusa unicolor,14.595445,101.247275
Rusa unicolor,14.436591,101.33915
Rusa unicolor,14.362971,101.510514
Rusa unicolor,14.320955,101.53529
Rusa unicolor,14.327753,101.418378
Rusa unicolor,14.256847,101.529588
Rusa unicolor,14.360388,101.599851
Rusa unicolor,14.407719,101.275194
Rusa unicolor,14.585498,101.390848
Rusa unicolor,14.518765,101.333672
Rusa unicolor,14.569912,101.398913
Rusa unicolor,14.573231,101.212584
Rusa unicolor,9.604326,100.141745
Rusa unicolor,14.333117,101.473812
Rusa unicolor,14.503484,101.360312
Rusa unicolor,14.219444,101.401196
Rusa unicolor,14.546819,101.236422
Rusa unicolor,14.230448,101.462378
Rusa unicolor,14.327224,101.289343
Rusa unicolor,14.436436,101.251082
Rusa unicolor,14.349861,101.56879
Rusa unicolor,14.393499,101.578573
Rusa unicolor,14.363676,101.59124
Rusa unicolor,14.448773,101.358959
Rusa unicolor,14.563784,101.375233
Rusa unicolor,14.531305,101.382861
Rusa unicolor,16.112597,99.275071
Rusa unicolor,14.211846,101.567537
Rusa unicolor,14.498275,101.284235
Rusa unicolor,14.066097,102.327989
Rusa unicolor,14.529536,101.322332
Rusa unicolor,14.499431,101.253459
Rusa unicolor,14.521796,101.288049
Rusa unicolor,14.210021,101.626456
Rusa unicolor,14.283443,101.330241
Rusa unicolor,14.576636,101.393227
Rusa unicolor,14.2653,101.400652
Rusa unicolor,16.385834,101.490751
Rusa unicolor,14.555291,101.385534
Rusa unicolor,14.541795,101.358961
Rusa unicolor,14.479933,101.276306
Rusa unicolor,14.418846,101.219629
Rusa unicolor,14.541086,101.345668
Rusa unicolor,14.59478,101.216752
Rusa unicolor,14.593889,101.248931
Rusa unicolor,9.358097,98.786925
Rusa unicolor,16.899395,101.794647
Rusa unicolor,16.893891,101.669223
Rusa unicolor,14.214352,101.300012
Rusa unicolor,14.576685,101.398947
Rusa unicolor,16.961165,101.637365
Rusa unicolor,13.206494,101.08151
Rusa unicolor,14.570479,101.262823
Rusa unicolor,14.506264,101.366235
Rusa unicolor,14.492326,101.356779
Rusa unicolor,14.478312,101.280947
Rusa unicolor,14.502217,101.287222
Rusa unicolor,14.408628,101.375255
Rusa unicolor,14.42064,101.218946
Rusa unicolor,14.557894,101.243911
Rusa unicolor,16.507811,101.661948
Rusa unicolor,14.595215,101.31078
Rusa unicolor,15.782113,99.291653
Rusa unicolor,14.534226,101.228421
Rusa unicolor,13.309753,101.003977
Rusa unicolor,15.635606,99.352863
Rusa unicolor,14.461959,101.299123
Rusa unicolor,9.338222,98.499506
Rusa unicolor,14.440907,101.278925
Rusa unicolor,14.488689,101.260997
Rusa unicolor,16.453935,101.721571
Rusa unicolor,14.540484,101.306086
Rusa unicolor,14.49704,101.364216
Rusa unicolor,14.503686,101.395415
Rusa unicolor,14.427203,101.397896
Rusa unicolor,15.674312,99.282825
Rusa unicolor,14.468045,101.245943
Rusa unicolor,14.489054,101.361535
Rusa unicolor,14.583291,101.274619
Rusa unicolor,14.417378,101.276828
Rusa unicolor,14.534402,101.393449
Rusa unicolor,14.53916,101.237209
Rusa unicolor,14.411967,101.327041
Rusa unicolor,14.50786,101.313836
Rusa unicolor,14.48862,101.249791
Rusa unicolor,14.454207,101.255217
Rusa unicolor,14.486932,101.207205
Rusa unicolor,14.432787,101.234635
Rusa unicolor,14.460351,101.232079
Rusa unicolor,15.326321,99.261171
Rusa unicolor,15.171343,98.8026
Rusa unicolor,14.55722,101.420425
Rusa unicolor,14.452617,101.368889
Rusa unicolor,14.424203,101.216074
Rusa unicolor,14.529588,101.360712
Rusa unicolor,14.453469,101.339798
Rusa unicolor,14.420934,101.264487
Rusa unicolor,16.370853,101.444057
Rusa unicolor,14.455507,101.232626
Rusa unicolor,14.543152,101.21927
Rusa unicolor,16.231266,101.435026
Rusa unicolor,14.492494,101.245734
Rusa unicolor,14.453714,101.25495
Rusa unicolor,18.687556,98.823018
Rusa unicolor,14.441111,101.362244
Rusa unicolor,14.543021,101.517861
Rusa unicolor,16.522426,101.640621
Rusa unicolor,14.417128,101.343176
Rusa unicolor,14.593739,101.304749
Rusa unicolor,14.402569,101.359135
Rusa unicolor,14.479926,101.270598
Rusa unicolor,14.434791,101.322807
Rusa unicolor,14.597608,101.252575
Rusa unicolor,16.199303,99.225937
Rusa unicolor,16.18722,99.229665
Rusa unicolor,14.405567,101.365345
Rusa unicolor,14.421422,101.322247
Rusa unicolor,14.588363,101.321266
Rusa unicolor,16.090792,99.291779
Rusa unicolor,14.448518,101.299669
Rusa unicolor,14.473162,101.345874
Rusa unicolor,16.92343,101.75842
Rusa unicolor,14.484875,101.302961
Rusa unicolor,14.109134,102.343076
Rusa unicolor,14.599569,101.305892
Rusa unicolor,14.574586,101.222623
Rusa unicolor,14.535182,101.253296
Rusa unicolor,16.354729,101.526164
Rusa unicolor,14.514242,101.205249
Rusa unicolor,14.456892,101.238561
Rusa unicolor,14.48685,101.234636
Rusa unicolor,14.434744,101.219475
Rusa unicolor,14.414118,101.364478
Rusa unicolor,14.54388,101.384212
Rusa unicolor,14.419792,101.28241
Rusa unicolor,14.428225,101.370518
Rusa unicolor,16.982661,101.653799
Rusa unicolor,16.708623,103.50531
Rusa unicolor,14.593585,101.379929
Rusa unicolor,14.512936,101.31209
Rusa unicolor,14.527346,101.22291
Rusa unicolor,14.432791,101.222001
Rusa unicolor,14.54672,101.382113
Rusa unicolor,14.441233,101.371583
Rusa unicolor,14.512177,101.209968
Rusa unicolor,16.961617,101.627239
Rusa unicolor,14.418354,101.224349
Rusa unicolor,14.531305,101.2295
Rusa unicolor,14.569196,101.284591
Rusa unicolor,14.459819,101.21779
Rusa unicolor,14.413982,101.232678
Rusa unicolor,14.448461,101.304866
Rusa unicolor,14.509163,101.226578
Rusa unicolor,14.599901,101.203797
Rusa unicolor,14.44623,101.214844
Rusa unicolor,14.498114,101.275527
Rusa unicolor,14.933906,102.016593
Rusa unicolor,14.408939,101.220751
Rusa unicolor,14.473015,101.38698
Rusa unicolor,14.561086,101.3776
Rusa unicolor,14.592433,101.376049
Rusa unicolor,14.42341,101.302772
Rusa unicolor,14.416766,101.210041
Rusa unicolor,14.568576,101.273738
Rusa unicolor,14.503843,101.343122
Rusa unicolor,14.56203,101.386835
Rusa unicolor,14.585404,101.318987
Rusa unicolor,14.505743,101.30425
Rusa unicolor,14.455278,101.235816
Rusa unicolor,14.421794,101.223829
Rusa unicolor,14.258095,101.285801
Rusa unicolor,14.566809,101.201027
Rusa unicolor,14.504712,101.323571
Rusa unicolor,15.789298,99.248269
Rusa unicolor,14.581504,101.371737
Rusa unicolor,14.539241,101.281109
Rusa unicolor,15.647622,99.276216
Rusa unicolor,15.683999,99.392096
Rusa unicolor,12.854598,99.510118
Rusa unicolor,16.313861,101.536497
Rusa unicolor,16.264334,101.512979
Rusa unicolor,16.238697,101.522476
Rusa unicolor,16.290028,101.491129
Rusa unicolor,14.214921,101.504477
Rusa unicolor,14.518769,101.340318
Rusa unicolor,15.563481,99.204558
Rusa unicolor,14.405068,101.251931
Rusa unicolor,13.092423,102.17737
Rusa unicolor,14.49036,101.211915
Rusa unicolor,14.422385,101.355712
Rusa unicolor,14.430241,101.313659
Rusa unicolor,14.591569,101.24475
Rusa unicolor,14.433736,101.292101
Rusa unicolor,13.307967,101.025894
Rusa unicolor,14.516207,101.397347
Rusa unicolor,14.558265,101.232936
Rusa unicolor,14.435162,101.214585
Rusa unicolor,14.548361,101.216937
Rusa unicolor,14.484509,101.355789
Rusa unicolor,14.490513,101.230316
Rusa unicolor,14.523484,101.359744
Rusa unicolor,14.505571,101.339043
Rusa unicolor,14.261581,101.268813
Rusa unicolor,12.080271,99.724661
Rusa unicolor,16.271218,101.262795
Rusa unicolor,14.262838,101.329481
Rusa unicolor,14.421471,101.222338
Rusa unicolor,14.515723,101.247869
Rusa unicolor,14.45169,101.295568
Rusa unicolor,14.464128,101.387245
Rusa unicolor,14.537682,101.218245
Rusa unicolor,14.412319,101.200417
Rusa unicolor,14.582806,101.249906
Rusa unicolor,14.48963,101.287224
Rusa unicolor,14.572491,101.334696
Rusa unicolor,13.473122,99.925146
Rusa unicolor,15.653685,99.253792
Rusa unicolor,14.474758,101.290481
Rusa unicolor,14.456327,101.211556
Rusa unicolor,14.53245,101.214726
Rusa unicolor,14.482287,101.385798
Rusa unicolor,14.509349,101.321197
Rusa unicolor,14.504833,101.352021
Rusa unicolor,14.525666,101.285122
Rusa unicolor,14.460706,101.467567
Rusa unicolor,12.908003,99.590112
Rusa unicolor,14.400102,101.284103
Rusa unicolor,14.497589,101.292133
Rusa unicolor,14.415149,101.30655
Rusa unicolor,14.588116,101.37051
Rusa unicolor,14.406342,101.269839
Rusa unicolor,16.251035,101.578401
Rusa unicolor,14.544112,101.217043
Rusa unicolor,14.583662,101.266409
Rusa unicolor,14.573176,101.291309
Rusa unicolor,14.49358,101.2504
Rusa unicolor,14.435137,101.283065
Rusa unicolor,14.484257,101.381929
Rusa unicolor,14.590944,101.200587
Rusa unicolor,14.421103,101.336005
Rusa unicolor,14.505257,101.233571
Rusa unicolor,14.429315,101.291078
Rusa unicolor,14.59712,101.266012
Rusa unicolor,14.47739,101.239447
Rusa unicolor,14.513233,101.237424
Rusa unicolor,14.577455,101.304518
Rusa unicolor,14.427848,101.366565
Rusa unicolor,14.090883,102.240937
Rusa unicolor,14.569542,101.236193
Rusa unicolor,14.47651,101.329171
Rusa unicolor,14.402358,101.295557
Rusa unicolor,14.476587,101.377253
Rusa unicolor,14.507706,101.28879
Rusa unicolor,14.769819,101.58977
Rusa unicolor,14.582847,101.228095
Rusa unicolor,14.408356,101.208429
Rusa unicolor,14.448922,101.304164
Rusa unicolor,14.202184,101.353383
Rusa unicolor,14.280376,101.449162
Rusa unicolor,14.203689,101.482718
Rusa unicolor,14.262871,101.418708
Rusa unicolor,14.439954,101.31011
Rusa unicolor,14.232716,101.412766
Rusa unicolor,14.597085,101.231572
Rusa unicolor,14.473942,101.308942
Rusa unicolor,14.549447,101.230959
Rusa unicolor,14.528482,101.297501
Rusa unicolor,14.469074,101.295521
Rusa unicolor,14.550412,101.275584
Rusa unicolor,14.56253,101.295252
Rusa unicolor,14.528787,101.366222
Rusa unicolor,14.578637,101.393434
Rusa unicolor,14.421741,101.314821
Rusa unicolor,14.482749,101.219467
Rusa unicolor,14.500333,101.300605
Rusa unicolor,14.468463,101.397471
Rusa unicolor,14.504288,101.214111
Rusa unicolor,14.427349,101.312615
Rusa unicolor,14.519612,101.367616
Rusa unicolor,14.249516,101.398603
Rusa unicolor,14.532557,101.460067
Rusa unicolor,14.348068,101.483798
Rusa unicolor,14.47098,101.361126
Rusa unicolor,14.505097,101.317259
Rusa unicolor,14.553489,101.204428
Rusa unicolor,15.774382,99.345702
Rusa unicolor,14.471992,101.242418
Rusa unicolor,14.335304,101.377444
Rusa unicolor,9.355184,98.427997
Rusa unicolor,14.41256,101.224744
Rusa unicolor,14.251039,101.320788
Rusa unicolor,15.528873,99.202275
Rusa unicolor,15.544318,99.374297
