species,x,y
Rattus norvegicus,-73.034773,40.866453
Rattus norvegicus,-73.973508,40.774316
Rattus norvegicus,-82.686541,27.71133
Rattus norvegicus,-71.223659,43.216028
Rattus norvegicus,-74.173817,40.741569
Rattus norvegicus,-74.004514,40.746664
Rattus norvegicus,-77.043619,38.924869
Rattus norvegicus,-73.969658,40.661823
Rattus norvegicus,-73.964088,40.783539
Rattus norvegicus,-73.997567,40.69922
Rattus norvegicus,-90.187378,38.627145
Rattus norvegicus,-73.943781,40.825313
Rattus norvegicus,-77.045478,38.913058
Rattus norvegicus,-93.232133,44.930489
Rattus norvegicus,-84.439247,39.137281
Rattus norvegicus,-76.758202,42.443508
Rattus norvegicus,-76.917544,39.030206
Rattus norvegicus,-75.060415,38.608561
Rattus norvegicus,-73.838797,40.615416
Rattus norvegicus,-118.004232,33.848961
Rattus norvegicus,-93.082252,44.917129
Rattus norvegicus,-77.025298,38.990256
Rattus norvegicus,-93.139495,44.962584
Rattus norvegicus,-76.917517,39.030189
Rattus norvegicus,-73.972105,40.754247
Rattus norvegicus,-73.890102,40.77195
Rattus norvegicus,-73.975083,40.66662
Rattus norvegicus,-73.987731,40.750547
Rattus norvegicus,-82.095699,39.33771
Rattus norvegicus,-111.863878,40.855545
Rattus norvegicus,-73.986862,40.733078
Rattus norvegicus,-111.927164,40.623514
Rattus norvegicus,-77.02858,38.998661
Rattus norvegicus,-73.99402,40.751512
Rattus norvegicus,-73.990688,40.735388
Rattus norvegicus,-73.970686,40.777471
Rattus norvegicus,-72.636368,42.326013
Rattus norvegicus,-71.113625,42.386058
Rattus norvegicus,-73.954437,40.81143
Rattus norvegicus,-73.995325,40.725117
Rattus norvegicus,-89.323972,43.087936
Rattus norvegicus,-72.513213,40.868233
Rattus norvegicus,-121.90646,37.345183
Rattus norvegicus,-76.558294,39.357933
Rattus norvegicus,-119.84803,39.530833
Rattus norvegicus,-83.709733,42.329405
Rattus norvegicus,-71.100486,42.37407
Rattus norvegicus,-96.407775,47.101838
Rattus norvegicus,-73.96863,40.776252
Rattus norvegicus,-73.962967,40.782475
Rattus norvegicus,-74.00278,40.733426
Rattus norvegicus,-88.934377,39.791564
Rattus norvegicus,-76.99163,38.88438
Rattus norvegicus,-87.687645,41.967628
Rattus norvegicus,-73.962448,40.789639
Rattus norvegicus,-71.09089,42.365484
Rattus norvegicus,-79.817467,39.524467
Rattus norvegicus,-81.73241,41.485813
Rattus norvegicus,-89.708838,43.338792
Rattus norvegicus,-111.814174,40.750367
Rattus norvegicus,-80.059493,37.296201
Rattus norvegicus,-71.093019,42.306048
Rattus norvegicus,-74.013485,40.707056
Rattus norvegicus,-74.054619,40.691983
Rattus norvegicus,-76.318041,42.361006
Rattus norvegicus,-77.051168,38.862051
Rattus norvegicus,-122.293433,47.657722
Rattus norvegicus,-73.943725,40.578075
Rattus norvegicus,-79.947996,40.493605
Rattus norvegicus,-86.783553,36.164582
Rattus norvegicus,-83.295022,34.666206
Rattus norvegicus,-71.092643,42.305866
Rattus norvegicus,-81.883972,41.408992
Rattus norvegicus,-71.110524,42.274692
Rattus norvegicus,-75.26297,39.885258
Rattus norvegicus,-122.293433,47.657713
Rattus norvegicus,-73.929763,40.69837
Rattus norvegicus,-73.168153,40.899551
Rattus norvegicus,-122.292288,47.658305
Rattus norvegicus,-71.062842,42.356525
Rattus norvegicus,-122.335305,47.646917
Rattus norvegicus,-89.357302,43.096059
Rattus norvegicus,-73.970467,40.77803
