species,BIO1,BIO12,x,y
Peromyscus maniculatus,0.442015094,1.151119102,-88.02566667,36.92216248
Peromyscus maniculatus,1.498602796,-0.055685717,-104.6043567,30.04908748
Peromyscus maniculatus,-0.010808206,-0.126156071,-123.9322767,45.96129748
Peromyscus maniculatus,0.161695908,0.631400239,-77.48695167,38.87994748
Peromyscus maniculatus,0.398889066,0.92209045,-80.31949167,36.13071748
Peromyscus maniculatus,-0.808639736,-0.179008837,-89.90014167,46.75274248
Peromyscus maniculatus,-1.714286337,-1.187615784,-110.9359167,43.79523748
Peromyscus maniculatus,-0.463631507,-1.002631104,-120.0583617,46.96101748
Peromyscus maniculatus,-1.175210979,0.032402226,-72.65497167,43.04544748
Peromyscus maniculatus,-1.433967151,-0.130560468,-72.44669667,44.33675248
Peromyscus maniculatus,1.843611025,0.120490169,-117.2674767,33.17321248
Peromyscus maniculatus,1.67110691,0.371540807,-117.2258217,32.67335248
Peromyscus maniculatus,-1.369278108,-0.496125432,-94.85708667,47.50253248
Peromyscus maniculatus,-0.03237122,0.649017827,-81.27755667,37.88022748
Peromyscus maniculatus,2.361123368,-0.099729688,-115.6012767,33.17321248
Peromyscus maniculatus,0.981090452,-0.341971532,-122.1411117,38.25512248
Peromyscus maniculatus,-1.067395907,-0.637066141,-113.7684567,47.58584248
Peromyscus maniculatus,-0.355816435,-0.733962878,-117.0175467,46.71108748
Peromyscus maniculatus,-2.38273978,-1.249277345,-106.9786917,38.96325748
Peromyscus maniculatus,-0.097060263,0.472841941,-79.86128667,42.21234748
Peromyscus maniculatus,1.110468538,0.226195701,-118.3505067,33.33983248
Peromyscus maniculatus,2.037678153,-0.11294288,-117.0175467,33.17321248
Peromyscus maniculatus,-0.053934235,-0.170200043,-122.3493867,48.71052748
Peromyscus maniculatus,-0.053934235,-0.196626426,-122.7242817,45.54474748
Peromyscus maniculatus,0.549830166,-0.253883589,-123.3074517,38.58836248
Peromyscus maniculatus,-0.226438349,0.349518821,-87.69242667,42.00407248
Peromyscus maniculatus,-0.614572607,0.217386906,-83.15203167,42.46227748
Peromyscus maniculatus,0.11856988,-0.245074794,-122.0578017,47.83577248
Peromyscus maniculatus,0.247947966,-0.258287986,-122.3493867,47.50253248
Peromyscus maniculatus,-1.908353465,-1.218446564,-105.6040767,40.54614748
Peromyscus maniculatus,-0.743950693,0.217386906,-74.86268667,41.33759248
Peromyscus maniculatus,-0.98114385,-0.280309972,-85.94291667,46.29453748
Peromyscus maniculatus,1.886737053,0.155725346,-117.0175467,32.54838748
Peromyscus maniculatus,-0.355816435,-0.883712381,-106.0206267,35.67251248
Peromyscus maniculatus,-0.52832055,-0.152582454,-123.0158667,47.08598248
Peromyscus maniculatus,-0.010808206,-0.126156071,-123.9322767,45.87798748
Peromyscus maniculatus,-0.248001364,0.340710027,-87.73408167,42.00407248
Peromyscus maniculatus,0.916401409,0.961730025,-96.02342667,36.17237248
Peromyscus maniculatus,0.204821937,-0.170200043,-124.0988967,40.87938748
Peromyscus maniculatus,1.067342509,-0.447677063,-121.6829067,39.83801248
Peromyscus maniculatus,1.175157581,1.684051157,-84.23506167,31.71528748
Peromyscus maniculatus,-0.226438349,0.349518821,-87.69242667,42.00407248
Peromyscus maniculatus,-0.183312321,-0.108538483,-122.8492467,45.75302248
Peromyscus maniculatus,0.010754808,-0.96299153,-111.5190867,35.17265248
Peromyscus maniculatus,0.355763037,-0.20543522,-124.0155867,41.29593748
Peromyscus maniculatus,0.053880837,-0.253883589,-122.6409717,45.37812748
Peromyscus maniculatus,0.11856988,-0.289118766,-122.5576617,45.46143748
Peromyscus maniculatus,-0.03237122,-0.782411247,-103.6046367,41.71248748
Peromyscus maniculatus,-0.549883564,-1.05548387,-112.3105317,42.67055248
Peromyscus maniculatus,-0.010808206,-0.355184723,-122.6409717,47.75246248
Peromyscus maniculatus,-1.175210979,-0.575404581,-121.3496667,48.04404748
Peromyscus maniculatus,0.097006865,0.578547473,-81.56914167,41.50421248
Peromyscus maniculatus,-0.398942464,0.353923218,-83.61023667,41.71248748
Peromyscus maniculatus,-1.347715093,-1.130358621,-105.2291817,39.96297748
Peromyscus maniculatus,0.11856988,0.560929884,-81.77741667,41.37924748
Peromyscus maniculatus,-0.593009593,-0.438868269,-121.7245617,45.71136748
Peromyscus maniculatus,-0.161749306,-0.068898908,-123.3074517,45.16985248
Peromyscus maniculatus,-0.787076721,-0.011641745,-73.15483167,44.46171748
Peromyscus maniculatus,0.614519209,0.574143076,-97.27307667,37.46367748
Peromyscus maniculatus,-1.520219208,-0.187817631,-72.23842167,44.75330248
Peromyscus maniculatus,0.204821937,-0.302331957,-122.3493867,47.71080748
Peromyscus maniculatus,0.916401409,-0.363993517,-122.8909017,38.50505248
Peromyscus maniculatus,-0.485194521,0.336305629,-79.40308167,39.42146248
Peromyscus maniculatus,-0.03237122,-0.095325291,-122.9742117,44.00351248
Peromyscus maniculatus,-1.13208495,-0.293523163,-69.11429667,44.50337248
Peromyscus maniculatus,0.097006865,-0.302331957,-122.5160067,47.58584248
Peromyscus maniculatus,-0.808639736,0.0720418,-89.81683167,43.29537748
Peromyscus maniculatus,-0.571446578,-1.015844296,-119.0169867,43.50365248
Peromyscus maniculatus,1.649543896,-0.35958912,-119.8084317,34.50617248
Peromyscus maniculatus,-0.355816435,0.133703361,-77.61191667,43.12875748
Peromyscus maniculatus,0.140132894,-0.253883589,-122.4743517,47.46087748
Peromyscus maniculatus,-0.312690406,0.336305629,-87.90070167,41.83745248
Peromyscus maniculatus,-0.873328779,-1.30213011,-109.1030967,41.62917748
Peromyscus maniculatus,-0.808639736,-0.029259334,-73.19648667,44.50337248
Peromyscus maniculatus,1.36922471,1.005773996,-99.39748167,32.25680248
Peromyscus maniculatus,-0.614572607,0.208578112,-83.98513167,42.46227748
Peromyscus maniculatus,-1.347715093,-0.315545149,-89.52524667,46.21122748
Peromyscus maniculatus,1.477039781,-0.593022169,-116.8092717,33.75638248
Peromyscus maniculatus,-0.010808206,-0.35958912,-122.3077317,44.17013248
Peromyscus maniculatus,-0.053934235,-0.196626426,-122.7242817,45.54474748
Peromyscus maniculatus,-1.002706864,-0.976204721,-114.2266617,47.46087748
Peromyscus maniculatus,-2.404302795,-1.192020182,-120.3082917,48.54390748
Peromyscus maniculatus,-0.183312321,0.635804636,-81.86072667,36.17237248
Peromyscus maniculatus,-0.765513707,-0.738367275,-121.3913217,44.12847748
Peromyscus maniculatus,-0.010808206,-0.121751674,-122.9325567,43.87854748
Peromyscus maniculatus,-1.153647965,-1.11714543,-105.1458717,39.87966748
Peromyscus maniculatus,-0.614572607,0.204173715,-90.60827667,42.58724248
Peromyscus maniculatus,-0.226438349,0.442011161,-87.90070167,41.12931748
Peromyscus maniculatus,-0.765513707,-0.064494511,-85.15147167,45.37812748
Peromyscus maniculatus,-2.38273978,-1.249277345,-106.9786917,38.96325748
Peromyscus maniculatus,-0.334253421,-0.813242027,-111.5190867,40.08794248
Peromyscus maniculatus,-0.269564378,0.560929884,-83.61023667,40.25456248
Peromyscus maniculatus,-0.851765764,0.014784638,-70.57222167,43.62861748
Peromyscus maniculatus,-1.196773993,-1.020248693,-114.0183867,46.87770748
Peromyscus maniculatus,0.226384951,-0.245074794,-122.0994567,47.66915248
Peromyscus maniculatus,0.894838395,1.331699385,-92.48275167,34.83941248
Peromyscus maniculatus,1.541728824,-0.773602452,-118.7254017,35.42258248
Peromyscus maniculatus,0.679208252,-0.029259334,-121.8911817,36.38064748
Peromyscus maniculatus,1.153594567,-0.813242027,-118.3088517,34.67279248
Peromyscus maniculatus,0.204821937,0.089659389,-98.31445167,40.25456248
Peromyscus maniculatus,-1.045832893,-0.046876923,-72.82159167,43.87854748
Peromyscus maniculatus,-0.03237122,-0.073303305,-123.0991767,44.00351248
Peromyscus maniculatus,0.097006865,0.565334281,-81.65245167,41.42090248
Peromyscus maniculatus,-0.894891793,-0.170200043,-92.69102667,45.00323248
Peromyscus maniculatus,-0.010808206,-0.223052809,-122.6826267,45.50309248
Peromyscus maniculatus,-1.477093179,-0.14377366,-72.40504167,44.33675248
Peromyscus maniculatus,0.140132894,-0.253883589,-122.4743517,47.46087748
Peromyscus maniculatus,-0.67926165,0.186556126,-84.36002667,42.83717248
Peromyscus maniculatus,1.563291839,-0.645874935,-118.1422317,34.25624248
Peromyscus maniculatus,-0.571446578,0.177747332,-92.31613167,42.50393248
Peromyscus maniculatus,-1.239900022,-1.165593799,-105.1458717,39.62973748
Peromyscus maniculatus,-0.334253421,0.323092438,-85.52636667,42.33731248
Peromyscus maniculatus,-0.010808206,-0.227457206,-122.6826267,45.46143748
Peromyscus maniculatus,-1.347715093,-0.324353943,-89.48359167,46.21122748
Peromyscus maniculatus,0.808586338,-0.14377366,-121.9328367,37.00547248
Peromyscus maniculatus,-0.765513707,0.186556126,-73.94627667,41.83745248
Peromyscus maniculatus,-0.010808206,-0.227457206,-122.6826267,45.46143748
Peromyscus maniculatus,-0.67926165,-0.469699049,-121.6829067,46.91936248
Peromyscus maniculatus,-0.053934235,-0.042472525,-123.3074517,44.58668248
Peromyscus maniculatus,0.053880837,0.52129031,-82.65217167,41.46255748
Peromyscus maniculatus,-0.873328779,-0.593022169,-121.6412517,44.46171748
Peromyscus maniculatus,-0.269564378,0.556525487,-83.11037667,40.17125248
Peromyscus maniculatus,-0.743950693,0.080850595,-89.48359167,43.21206748
Peromyscus maniculatus,0.010754808,-0.121751674,-123.8906217,45.91964248
Peromyscus maniculatus,0.808586338,-0.14377366,-121.9328367,37.00547248
Peromyscus maniculatus,0.010754808,-0.117347277,-123.7656567,46.16957248
Peromyscus maniculatus,0.937964424,-0.311140752,-122.4326967,38.17181248
Peromyscus maniculatus,0.161695908,-0.346375929,-122.3910417,45.50309248
Peromyscus maniculatus,-1.218337008,-1.095123444,-105.1875267,40.54614748
Peromyscus maniculatus,-0.183312321,-0.134964866,-122.8492467,45.50309248
Peromyscus maniculatus,-1.433967151,-0.130560468,-72.44669667,44.33675248
Peromyscus maniculatus,-1.347715093,-0.148178057,-73.44641667,43.75358248
Peromyscus maniculatus,-0.075497249,-1.08631465,-109.4363367,37.88022748
Peromyscus maniculatus,-0.161749306,0.411180381,-83.23534167,41.62917748
Peromyscus maniculatus,0.463578109,-0.289118766,-123.8489667,40.75442248
Peromyscus maniculatus,-2.555243895,-1.27129933,-110.4360567,44.96157748
Peromyscus maniculatus,0.161695908,0.89125967,-83.65189167,37.75526248
Peromyscus maniculatus,0.010754808,-0.156986851,-122.8075917,43.83689248
Peromyscus maniculatus,0.291073994,-0.192222029,-124.0572417,41.42090248
Peromyscus maniculatus,-0.291127392,-0.183413234,-123.8906217,47.87742748
Peromyscus maniculatus,-0.485194521,0.124894566,-93.77405667,42.54558748
Peromyscus maniculatus,-1.606471265,-0.51374302,-91.19144667,47.37756748
Peromyscus maniculatus,1.865174039,-0.531360609,-118.2671967,34.13127748
Peromyscus maniculatus,1.865174039,-0.35958912,-117.8089917,33.79803748
Peromyscus maniculatus,0.700771266,-0.350780326,-123.1824867,38.63001748
Peromyscus maniculatus,-0.010808206,-0.064494511,-123.3907617,44.54502748
Peromyscus maniculatus,0.010754808,0.226195701,-96.19004667,41.08766248
Peromyscus maniculatus,-0.334253421,-0.438868269,-122.4743517,42.87882748
Peromyscus maniculatus,-0.938017821,-1.152380607,-104.8542867,38.96325748
Peromyscus maniculatus,1.132031552,-0.156986851,-121.7662167,37.67195248
Peromyscus maniculatus,0.506704137,0.640209033,-96.60659667,37.58864248
Peromyscus maniculatus,-0.053934235,-0.121751674,-122.8075917,44.79495748
Peromyscus maniculatus,-2.770874038,-1.280108125,-109.9778517,45.00323248
Peromyscus maniculatus,0.204821937,0.671039813,-77.27867667,38.92160248
Peromyscus maniculatus,-0.269564378,0.292261658,-93.60743667,41.50421248
Peromyscus maniculatus,-2.447428823,-1.253681742,-106.9370367,38.92160248
Peromyscus maniculatus,-0.010808206,-0.126156071,-123.9322767,45.96129748
Peromyscus maniculatus,0.614519209,-0.509338623,-120.3082917,38.29677748
Peromyscus maniculatus,1.045779495,-0.32875834,-121.9328367,38.83829248
Peromyscus maniculatus,0.140132894,-0.253883589,-122.4743517,47.46087748
Peromyscus maniculatus,-0.614572607,0.190960524,-77.82019167,40.79607748
Peromyscus maniculatus,1.692669924,-0.394824297,-119.6834667,34.46451748
Peromyscus maniculatus,0.937964424,0.358327615,-118.5587817,33.00659248
Peromyscus maniculatus,-0.010808206,-0.099729688,-123.6406917,46.12791748
Peromyscus maniculatus,-1.002706864,-0.077707703,-73.27979667,44.29509748
Peromyscus maniculatus,-0.593009593,0.199769318,-77.90350167,40.67111248
Peromyscus maniculatus,1.326098681,-0.720749687,-119.1836067,34.96437748
Peromyscus maniculatus,-1.412404136,-1.174402593,-118.2255417,36.58892248
Peromyscus maniculatus,-0.010808206,-0.227457206,-122.6826267,45.46143748
Peromyscus maniculatus,-1.477093179,-1.011439898,-114.1016967,46.62777748
Peromyscus maniculatus,1.282972652,-0.540169403,-121.7662167,39.21318748
Peromyscus maniculatus,0.57139318,1.054222365,-93.60743667,35.42258248
Peromyscus maniculatus,-0.140186292,0.596165061,-82.15231167,39.58808248
Peromyscus maniculatus,-0.161749306,0.512481515,-81.56914167,41.12931748
Peromyscus maniculatus,1.153594567,-0.179008837,-121.6412517,37.67195248
Peromyscus maniculatus,-2.555243895,-1.27129933,-111.2691567,44.66999248
Peromyscus maniculatus,0.894838395,-0.958587133,-117.7673367,35.42258248
Peromyscus maniculatus,0.700771266,-0.240670397,-123.7656567,39.54642748
Peromyscus maniculatus,-1.477093179,-0.403633092,-68.86436667,45.83633248
Peromyscus maniculatus,0.053880837,-0.306736354,-122.4326967,44.12847748
Peromyscus maniculatus,0.485141123,-0.667896921,-119.1836067,45.91964248
Peromyscus maniculatus,-0.787076721,0.129298963,-75.94571667,42.08738248
Peromyscus maniculatus,-0.787076721,0.054424212,-89.60855667,43.42034248
Peromyscus maniculatus,0.765460309,-0.275905574,-123.0158667,38.33843248
Peromyscus maniculatus,-1.714286337,-1.187615784,-110.9359167,43.79523748
Peromyscus maniculatus,-0.140186292,-0.086516497,-122.8909017,44.79495748
Peromyscus maniculatus,-0.787076721,0.076446198,-89.60855667,43.25372248
Peromyscus maniculatus,-0.269564378,-0.183413234,-123.9322767,47.87742748
Peromyscus maniculatus,0.442015094,1.120288322,-86.81767167,36.13071748
Peromyscus maniculatus,0.916401409,-0.363993517,-122.9325567,38.50505248
Peromyscus maniculatus,1.132031552,-0.214244014,-122.1827667,37.83857248
Peromyscus maniculatus,1.67110691,-0.315545149,-119.8084317,34.42286248
Peromyscus maniculatus,0.11856988,-0.289118766,-122.5576617,45.46143748
Peromyscus maniculatus,-0.010808206,0.574143076,-81.31921167,41.46255748
Peromyscus maniculatus,1.563291839,-0.32875834,-120.0583617,34.67279248
Peromyscus maniculatus,0.765460309,-0.192222029,-122.5993167,38.00519248
Peromyscus maniculatus,0.204821937,-0.672301318,-111.1441917,34.42286248
Peromyscus maniculatus,-1.412404136,-1.249277345,-111.4774317,44.04516748
Peromyscus maniculatus,0.743897295,-0.121751674,-121.9744917,37.00547248
Peromyscus maniculatus,0.032317822,-0.170200043,-122.4743517,48.66887248
Peromyscus maniculatus,0.161695908,0.908877259,-84.36002667,37.92188248
Peromyscus maniculatus,0.097006865,-0.134964866,-123.8073117,43.67027248
Peromyscus maniculatus,-0.98114385,0.080850595,-74.07124167,42.12903748
Peromyscus maniculatus,0.873275381,-1.108336636,-115.2263817,36.63057748
Peromyscus maniculatus,1.175157581,-0.077707703,-120.8498067,35.38092748
Peromyscus maniculatus,-0.269564378,-0.791220041,-119.5585017,37.71360748
Peromyscus maniculatus,-0.075497249,0.538907898,-74.73772167,40.33787248
Peromyscus maniculatus,-0.075497249,-0.139369263,-124.0155867,46.50281248
Peromyscus maniculatus,-0.010808206,-0.099729688,-123.6406917,46.12791748
Peromyscus maniculatus,-0.226438349,-0.060090114,-123.0158667,44.91992248
Peromyscus maniculatus,1.951426096,-0.469699049,-118.4338167,34.08962248
Peromyscus maniculatus,-0.722387678,0.138107758,-84.15175167,43.33703248
Peromyscus maniculatus,-0.722387678,-1.077505856,-104.9375967,39.67139248
Peromyscus maniculatus,-0.183312321,0.508077118,-81.44417667,41.12931748
Peromyscus maniculatus,-0.334253421,0.415584778,-80.31949167,40.17125248
Peromyscus maniculatus,-0.03237122,0.481650735,-76.69550667,39.96297748
Peromyscus maniculatus,1.563291839,-0.553382595,-116.2261017,33.00659248
Peromyscus maniculatus,-0.269564378,0.560929884,-83.02706667,40.12959748
Peromyscus maniculatus,-0.248001364,-0.888116778,-120.8081517,44.08682248
Peromyscus maniculatus,0.851712366,-0.315545149,-122.9325567,38.38008748
Peromyscus maniculatus,0.053880837,-0.090920894,-123.5157267,44.46171748
Peromyscus maniculatus,1.800484996,-0.165795646,-118.0172667,33.67307248
Peromyscus maniculatus,-0.204875335,0.477246338,-74.52944667,40.58780248
Peromyscus maniculatus,-1.455530165,-0.108538483,-72.36338667,43.83689248
Peromyscus maniculatus,-1.649597294,-1.033461884,-114.3099717,48.21066748
Peromyscus maniculatus,-1.369278108,-0.302331957,-89.56690167,45.50309248
Peromyscus maniculatus,-1.498656194,-0.412441886,-68.90602167,45.91964248
Peromyscus maniculatus,-1.671160308,-0.619448552,-90.40000167,47.75246248
Peromyscus maniculatus,-1.13208495,-0.83966841,-121.3913217,43.50365248
Peromyscus maniculatus,0.161695908,0.653422224,-77.15371167,39.08822248
Peromyscus maniculatus,1.347661695,-0.689918906,-118.6004367,34.46451748
Peromyscus maniculatus,0.592956195,-0.368397915,-123.6823467,40.87938748
Peromyscus maniculatus,-1.714286337,-0.487316638,-68.40616167,46.71108748
Peromyscus maniculatus,1.067342509,-0.245074794,-122.3077317,37.96353748
Peromyscus maniculatus,-1.326152079,-0.311140752,-89.52524667,46.25288248
Peromyscus maniculatus,-0.700824664,0.195364921,-82.94375667,42.83717248
Peromyscus maniculatus,-0.52832055,-0.844072807,-117.6423717,47.50253248
Peromyscus maniculatus,-1.520219208,-0.544573801,-91.98289167,48.04404748
Peromyscus maniculatus,1.563291839,-0.32875834,-120.0583617,34.67279248
Peromyscus maniculatus,0.463578109,0.635804636,-96.31501167,37.88022748
Peromyscus maniculatus,0.097006865,-0.134964866,-124.1822067,40.83773248
Peromyscus maniculatus,-0.873328779,0.173342935,-74.44613667,41.62917748
Peromyscus maniculatus,-1.088958922,-0.126156071,-89.44193667,44.42006248
Peromyscus maniculatus,1.714232939,-0.443272666,-117.2674767,33.79803748
Peromyscus maniculatus,-1.347715093,-0.500529829,-88.60883667,48.08570248
Peromyscus maniculatus,-1.239900022,-1.130358621,-111.8523267,45.83633248
Peromyscus maniculatus,0.161695908,-0.830859615,-111.9772917,40.33787248
Peromyscus maniculatus,-0.398942464,0.371540807,-80.06956167,40.62945748
Peromyscus maniculatus,-1.153647965,-1.081910253,-105.1458717,40.21290748
Peromyscus maniculatus,1.045779495,0.239408892,-118.4338167,33.33983248
Peromyscus maniculatus,-1.045832893,-0.641470538,-121.5579417,46.75274248
Peromyscus maniculatus,-0.485194521,-0.14377366,-122.9742117,47.08598248
Peromyscus maniculatus,-1.088958922,-0.989417913,-116.3510667,45.21150748
Peromyscus maniculatus,-0.03237122,-0.434463872,-111.6440517,40.62945748
Peromyscus maniculatus,0.226384951,-0.289118766,-122.3077317,47.66915248
Peromyscus maniculatus,-1.433967151,-0.130560468,-72.44669667,44.33675248
Peromyscus maniculatus,-1.994605523,-1.174402593,-110.7276417,43.75358248
Peromyscus maniculatus,-0.636135621,0.204173715,-84.02678667,42.54558748
Peromyscus maniculatus,-0.118623278,0.508077118,-75.65413167,40.17125248
Peromyscus maniculatus,0.765460309,-0.192222029,-122.5993167,38.00519248
Peromyscus maniculatus,0.053880837,-0.253883589,-122.6409717,45.41978248
Peromyscus maniculatus,0.26951098,-0.218648411,-122.3077317,47.41922248
Peromyscus maniculatus,0.830149352,-0.284714369,-122.5576617,38.54670748
Peromyscus maniculatus,0.161695908,-0.813242027,-112.0189467,40.37952748
Peromyscus maniculatus,0.053880837,-0.319949546,-122.5576617,47.62749748
Peromyscus maniculatus,-0.053934235,-0.139369263,-123.9739317,46.21122748
Peromyscus maniculatus,0.830149352,-0.280309972,-122.5993167,38.58836248
Peromyscus maniculatus,1.088905524,-0.016046143,-120.8498067,35.29761748
Peromyscus maniculatus,0.226384951,0.657826621,-74.98765167,39.75470248
Peromyscus maniculatus,-0.334253421,-0.99382231,-118.8503667,43.25372248
Peromyscus maniculatus,0.247947966,-0.192222029,-124.0572417,40.83773248
Peromyscus maniculatus,-0.420505478,-0.412441886,-99.14755167,44.75330248
Peromyscus maniculatus,-1.196773993,-1.165593799,-107.5618617,38.87994748
Peromyscus maniculatus,1.994552125,0.01038024,-117.1425117,33.17321248
Peromyscus maniculatus,-0.204875335,-0.42125068,-122.1411117,44.29509748
Peromyscus maniculatus,-0.355816435,-1.068697061,-112.3938417,42.87882748
Peromyscus maniculatus,0.226384951,-0.240670397,-122.0994567,47.62749748
Peromyscus maniculatus,0.506704137,-0.262692383,-123.8906217,41.12931748
Peromyscus maniculatus,-0.140186292,-0.201030823,-124.1405517,47.96073748
Peromyscus maniculatus,1.412350738,-0.681110112,-117.6007167,34.17293248
Peromyscus maniculatus,0.183258923,0.640209033,-77.40364167,38.92160248
Peromyscus maniculatus,-0.636135621,0.190960524,-77.90350167,40.79607748
Peromyscus maniculatus,1.563291839,-0.487316638,-116.4760317,32.88162748
Peromyscus maniculatus,0.032317822,-0.161391248,-124.0155867,43.29537748
Peromyscus maniculatus,-0.894891793,-0.024854937,-72.94655667,44.08682248
Peromyscus maniculatus,-0.075497249,-0.029259334,-123.2657967,44.58668248
Peromyscus maniculatus,-1.024269879,-0.038068128,-72.90490167,43.71192748
Peromyscus maniculatus,1.82204801,-0.368397915,-117.1008567,33.63141748
Peromyscus maniculatus,-0.183312321,0.52129031,-81.23590167,41.21262748
Peromyscus maniculatus,0.247947966,-0.258287986,-122.3493867,47.50253248
Peromyscus maniculatus,-0.118623278,-0.170200043,-122.7659367,45.58640248
Peromyscus maniculatus,0.161695908,-0.813242027,-112.0189467,40.37952748
Peromyscus maniculatus,-0.248001364,0.61378265,-84.11009667,39.71304748
Peromyscus maniculatus,-1.110521936,-0.302331957,-85.15147167,46.75274248
Peromyscus maniculatus,-0.808639736,-0.002832951,-85.52636667,44.33675248
Peromyscus maniculatus,-1.822101408,-1.183211387,-105.4791117,40.37952748
Peromyscus maniculatus,-0.291127392,-0.090920894,-122.9742117,45.37812748
Peromyscus maniculatus,-0.808639736,0.160129743,-75.23758167,41.50421248
Peromyscus maniculatus,1.088905524,-0.209839617,-122.2660767,37.83857248
Peromyscus maniculatus,0.916401409,-0.161391248,-121.7662167,36.50561248
Peromyscus maniculatus,0.161695908,0.900068465,-84.48499167,38.04684748
Peromyscus maniculatus,0.11856988,0.574143076,-81.69410667,41.50421248
Peromyscus maniculatus,1.627980881,-0.460890255,-119.2669167,34.29789748
Peromyscus maniculatus,-0.614572607,0.208578112,-83.98513167,42.46227748
Peromyscus maniculatus,-0.075497249,-0.187817631,-122.7659367,45.29481748
Peromyscus maniculatus,1.239846624,-0.319949546,-121.0164267,38.87994748
Peromyscus maniculatus,1.390787724,-0.641470538,-116.7259617,33.75638248
Peromyscus maniculatus,1.067342509,-0.394824297,-121.7662167,38.54670748
Peromyscus maniculatus,1.239846624,-0.597426566,-119.6834667,35.17265248
Peromyscus maniculatus,0.010754808,-0.117347277,-122.9325567,43.79523748
Peromyscus maniculatus,0.312637009,-1.020248693,-112.1022567,36.04740748
Peromyscus maniculatus,0.549830166,-0.35958912,-123.3491067,38.96325748
Peromyscus maniculatus,1.326098681,-0.720749687,-119.1836067,34.96437748
Peromyscus maniculatus,-0.010808206,-0.227457206,-122.6826267,45.46143748
Peromyscus maniculatus,-1.045832893,-1.068697061,-105.1042167,40.58780248
Peromyscus maniculatus,0.161695908,-0.346375929,-122.3910417,45.50309248
Peromyscus maniculatus,-1.455530165,-0.905734367,-120.6831867,47.29425748
Peromyscus maniculatus,0.140132894,-0.408037489,-111.7273617,40.62945748
Peromyscus maniculatus,1.951426096,0.001571446,-117.2258217,33.25652248
Peromyscus maniculatus,1.735795953,0.274644069,-117.2674767,33.00659248
Peromyscus maniculatus,-0.226438349,-0.716345289,-122.5993167,41.75414248
Peromyscus maniculatus,1.088905524,-0.311140752,-121.8078717,38.25512248
Peromyscus maniculatus,0.140132894,0.732701373,-80.40280167,36.42230248
Peromyscus maniculatus,-2.318050737,-1.152380607,-110.8942617,40.71276748
Peromyscus maniculatus,-1.196773993,-1.020248693,-113.9767317,46.87770748
Peromyscus maniculatus,-0.312690406,0.340710027,-85.60967667,42.25400248
Peromyscus maniculatus,0.161695908,-1.350578479,-117.6840267,36.92216248
Peromyscus maniculatus,-1.28302605,-0.971800324,-111.1858467,46.71108748
Peromyscus maniculatus,-0.463631507,-0.386015503,-123.0575217,47.71080748
Peromyscus maniculatus,-0.98114385,-0.566595786,-121.8495267,43.83689248
Peromyscus maniculatus,1.326098681,-0.0821121,-120.5165667,34.88106748
Peromyscus maniculatus,-1.13208495,-0.333162737,-87.60911667,46.66943248
Peromyscus maniculatus,-1.455530165,-0.372802312,-69.48919167,45.33647248
Peromyscus maniculatus,-1.153647965,0.04121102,-84.94319667,43.87854748
Peromyscus maniculatus,1.778921982,-0.412441886,-118.8087117,34.08962248
Peromyscus maniculatus,0.075443851,-0.218648411,-122.6409717,44.87826748
Peromyscus maniculatus,-0.636135621,-0.888116778,-117.1841667,47.62749748
Peromyscus maniculatus,-1.369278108,-0.504934226,-88.56718167,48.12735748
Peromyscus maniculatus,-1.024269879,-0.218648411,-92.64937167,45.37812748
Peromyscus maniculatus,-0.140186292,0.516885913,-88.56718167,40.46283748
Peromyscus maniculatus,1.97298911,-0.42125068,-118.5171267,34.04796748
Peromyscus maniculatus,-2.38273978,-1.227255359,-115.0597617,44.25344248
Peromyscus maniculatus,0.183258923,-0.280309972,-122.2244217,47.79411748
Peromyscus maniculatus,1.390787724,-0.302331957,-121.1413917,38.58836248
Peromyscus maniculatus,0.140132894,-0.381611106,-122.2244217,45.46143748
Peromyscus maniculatus,-0.053934235,-0.196626426,-122.7242817,45.54474748
Peromyscus maniculatus,-0.03237122,-0.099729688,-122.9325567,44.04516748
Peromyscus maniculatus,0.226384951,-0.676705715,-111.8939817,40.46283748
Peromyscus maniculatus,0.981090452,0.371540807,-118.4754717,32.92328248
Peromyscus maniculatus,1.326098681,-0.156986851,-120.6415317,35.29761748
Peromyscus maniculatus,-2.38273978,-1.249277345,-106.9786917,38.96325748
Peromyscus maniculatus,-1.347715093,-0.315545149,-89.52524667,46.21122748
Peromyscus maniculatus,-0.614572607,0.190960524,-77.82019167,40.79607748
Peromyscus maniculatus,-1.433967151,-0.130560468,-72.44669667,44.33675248
Peromyscus maniculatus,1.563291839,-0.32875834,-120.0583617,34.67279248
Peromyscus maniculatus,0.226384951,-0.227457206,-122.0578017,47.62749748
Peromyscus maniculatus,0.592956195,-0.346375929,-123.7240017,40.92104248
Peromyscus maniculatus,-1.024269879,-1.095123444,-105.1042167,40.96269748
Peromyscus maniculatus,-1.045832893,-1.08631465,-105.1042167,39.96297748
Peromyscus maniculatus,-0.700824664,-1.059888267,-104.9375967,39.75470248
Peromyscus maniculatus,-0.097060263,-0.064494511,-123.3907617,45.54474748
Peromyscus maniculatus,-0.269564378,-0.099729688,-122.9325567,45.50309248
Peromyscus maniculatus,-0.98114385,-1.165593799,-104.8959417,39.00491248
Peromyscus maniculatus,-0.053934235,-0.090920894,-124.1405517,43.79523748
Peromyscus maniculatus,-1.369278108,-1.139167416,-119.6418117,48.29397748
